,Job_ID,Location,Title,Company,Date,Link,Description
0,3984472222,Sydney,Data Scientist/Senior Data Scientist,Workforce Australia for Individuals,2024-07-29,https://au.linkedin.com/jobs/view/data-scientist-senior-data-scientist-at-workforce-australia-for-individuals-3984472222?position=1&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=a1jkCOUj2WBFyEIYH9PqeQ%3D%3D&trk=public_jobs_jserp-result_search-card,"OUR PURPOSE IS TO PROTECT

WE CARE, WE WORK TOGETHER, WE MAKE A DIFFERENCE

Data Scientist / Senior Data Scientist


Permanent Full-time opportunity based in Sydney, Woonona, Speers Point or Singleton
Hybrid work arrangements | WFM flexibility available
5 weeks annual leave, 18 days sick/carers leave


About The Role

The Data Scientist / Senior Data Scientist will be responsible for building analytical capacity to support decision making within the Coal Mines Insurance (CMI) business unit. You will provide advanced analytics to the business by drawing insights from CMI and Coal Services Health data. Other areas of responsibility include:


Premium and claims prediction and trend analysis
Driving data led operational efficiencies in claims operations
Defining, testing, and delivering metrics, analytics, dashboards and reporting insights that inform operational and planning decisions throughout the
Click here to view more detail / apply for Data Scientist/Senior Data Scientist
Show more "
1,3976692330,Sydney,Graduate Data Scientist - 2025 Start,TikTok,2024-08-06,https://au.linkedin.com/jobs/view/graduate-data-scientist-2025-start-at-tiktok-3976692330?position=2&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=AxZHAEfWJhhe4H3fiuaxcw%3D%3D&trk=public_jobs_jserp-result_search-card,"Responsibilities

About TikTok
TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

About
Video Arch is one of the world's leading video platforms that provides media storage, delivery, transcoding, and streaming services. We are building the next generation video processing platform and the largest live streaming network, which provides excellent experiences for billions of users around the world. Popular video products of TikTok and its affiliates are all empowered by our cutting-edge cloud technologies. Working in this team, you will have the opportunity to tackle challenges of large-scale networks all over the world, while leveraging your expertise in coding, algorithms, complexity analysis, and large-scale system design.

About the team
Be part of TikTok's groundbreaking Data Application Team within the Video Cloud Infrastructure division, where we empower our Live CDN and ultra-edge CDN service teams to revolutionize video on demand and video streaming through data-driven insights and cutting-edge algorithms. By harnessing the vast log data generated by our CDNs, we develop intelligent tools to optimize performance, minimize costs, and enhance user experiences. As part of our lean and agile team, you'll have the opportunity to make a significant impact and shape the future of video streaming for billions of users worldwide.

We are looking for talented individuals to join us in 2025. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok

Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Responsibilities
- Analyze massive log data to identify issues in online services and provide optimization solutions.
- Construct and decompose indicators for special projects focusing on business bills, cost, and quality governance. Provide quantitative analysis in areas such as architecture, strategy, and resource capacity.
- Assist in troubleshooting online indicator problems and propose effective strategies or solutions using data mining and statistical modeling techniques.
- Guide business optimization through offline simulation and data mining methodologies. Provide expected revenue analysis, A/B experiment analysis, and revenue recovery assessments for optimization actions.
- Document experiences into Standard Operating Procedure (SOP) documents and collaborate with Software Development team to platformize data capabilities, enhancing analysis efficiency for similar problems.
- Extend data capabilities horizontally to other business areas, broadening the scope of work and impact.

Qualifications

Minimum Qualifications
- Final year student or recent graduate (within the last 12 months) with a background in Statistics, Mathematics, Computing Science, or a related technical discipline
- Familiarity with statistics, linear algebra, probability theory, common data structures
- Familiarity with the theoretical foundation of data science, such as statistics and causal inference, as well as their application scenarios
- Familiarity with SQL and the use of relational and analytical databases

Preferred Qualifications
- Experience with big data processing frameworks (e.g., Hadoop, Spark) and cloud platforms (e.g., AWS, GCP)
- Understanding of CDN principles and experience in network quality optimization
- Familiarity with the theory and experimental process of A/B tests
- Proficient in applying related Python libraries to data analysis projects
- Open-mindedness, excellent communication skills, and the ability to thrive in a cross-national collaborative environment while embracing the company culture
---
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.
---
In the spirit of reconciliation, TikTok acknowledges the Traditional Custodians of country throughout Australia and their connections to land, sea and community. We pay our respect to elders past and present and extend that respect to all Aboriginal and Torres Strait Islander peoples today. ---
By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.

If you have any questions, please reach out to us at apac-earlycareers@tiktok.com.
Show more "
2,3994040334,Sydney,Data Scientist,Talent Stack,2024-08-06,https://au.linkedin.com/jobs/view/data-scientist-at-talent-stack-3994040334?position=3&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=176KCverz%2BqJJgtuskf7mg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job description




Are you a Data Scientist or perhaps a Software/Data engineer looking to get your foot into the Data Science world to further expand on your strong SQL & Python skills?




Well, my client is desperate to have a chat with you. They have been going for over 7 years & have over 200 customers that utilise their unique ML models to help generate millions in revenue for people truly in need. They pride themselves on being an energetic start-up, with huge growth potential within their scaling technology team.




The Role

The role itself will be working in the company operations team, with the main tasks being as follows:




Configuring QA models for new customers
Work with rich, complex datasets across 100s of millions of rows of data to develop new predictive features for NFP-specific outcomes.
Going into data pipelines & investigating why things aren’t working
Communicating with customer success people stakeholders in order to understand requirements
Working with customer success for models, predictions & digging into what’s happening.
Support element - with anything & especially with new clients, things are always breaking so you would need to investigate issues with and help to improve our data transformation pipelines.
You will be in charge of investigating & debugging within a range of issues that could be as easy as the Api having changed, something internally with the client's data meaning the model doesn’t work in that case, or something else entirely.
Train, debug, deploy, and monitor production ML models for hundreds of different organisations.
Run experiments to suggest improvements in our machine-learning pipeline.




Must Have's

Expert SQL skills
Excellent Python skills
Strong experience experience with real-world machine learning projects including deployment and monitoring.




Desirables

Huge bonus if you're from the start-up world
AWS - Athena, EC2, S3, Lambda
CI/CD Pipeline experience
DuckDB




What's in it for you?

A permanent position with a salary banding of $120k - $160k + Super, Paid volunteering days, Self-development budget, home office budget
Extremely flexible WFH policy, with only 1 day per fortnight required in the Sydney office
Huge opportunity to grow within the organisation, first refusal of promotion into team lead positions
Opportunity for autonomous work and ownership




If you feel like you have the skill sets required & would like to have a bit more of a chat in regards to this role please apply directly via Linkedin & I will reach out ASAP.

Show more "
3,3975120007,Sydney,Data Scientist,Cashrewards,2024-08-05,https://au.linkedin.com/jobs/view/data-scientist-at-cashrewards-3975120007?position=6&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=LirKY6qwdxeLmi9et1URQw%3D%3D&trk=public_jobs_jserp-result_search-card,"Heyyyyy! We're Cashrewards, Australia’s most loved cashback platform.

Shoppers love us, but not just shoppers, our team think we’re pretty awesome too. So much so that they voted and now we’re a certified Great Place to Work. As they say, the proof is in the pudding so check out this role to see if you fancy a slice yourself.

About The Role

As a Data Scientist, you will collaborate with stakeholders to drive decision-making and long-term analytics. Use advanced techniques to boost company performance and align with organizational goals. Co-create problem statements, enhance capabilities, and develop personalization for our cashback programs. Work with digital and marketing teams to highlight the benefits for merchants. Analyze data and design Power BI dashboards to solve business problems. Be a part of our innovative team!

Your Focus


Data Modeling and Analysis: Develop and implement sophisticated data models to support initiatives such as customer journey mapping, propensity modeling, and personalization implementation.
Forecasting and Predictive Analytics: Utilize statistical and machine learning techniques, including logistic regression, random forests, and ensemble modeling to create accurate forecasts and predictive models.
Incrementality Analysis: Conduct robust incrementality analyses and causal impact studies to measure the effectiveness of various marketing strategies.
Model Management: Oversee the full lifecycle of data science models from development to deployment (in conjunction with our Data Engineering Team) and maintenance, ensuring high performance and scalability.
BI and Analytics Development: Design and enhance BI tools and analytics frameworks to improve data visualization, reporting efficiency, and decision support across the organization.
Collaboration and Insight Presentation: Work closely with cross-functional teams to translate data-driven insights into actionable business strategies. Communicate complex results to non-technical stakeholders effectively.


About You


Business stakeholder engagement to understand their pain-points, identify opportunities, and develop analytical solutions that can create value for them, solving their most difficult problems and adjusting the communications style to successfully influence them.
Professional experience in a data science position, with a proven track record of implementing and managing advanced models in a business environment.
Prior experience of developing data science capabilities & driving its consumption.
Utilisation of data to discover insights, predict behaviour, add value and visualise results and patterns to provide recommendations to support Cashrewards’ ambitions.
Expertise in programming languages such as Python and SQL. Familiarity with cloud services is preferred.
Experience with building dashboards in either Power BI or Tableau
Experience of building and implementing personalization models is highly preferable.
Understanding of Marketing Technologies such as Adobe Analytics, Braze, Kevel or Salesforce is highly preferable.
Working with large datasets and click-stream data in the past is required. Experience with Retail/CPG/Advertising/Media analytics, Customer analytics, Marketing analytics is preferred


In the fast moving cashback category, Cashrewards has powered ahead of its rivals and taken the lead, serving over 2 million members with an enticing range of cashback offers from more than 2000 brand partners including Apple, Amazon, Myer, Liquorland, Adidas, Bonds, Target, Booking.com and The Iconic. As if that isn’t impressive enough, we’re fully Australian owned and operated, and backed by 1835i, one of Australia's leading venture funds. Plus, we support the Starlight Children's Foundation by donating 1% of all cash redeemed to the foundation.

Another cool thing, we're right smack-bang in the middle of Sydney CBD (next to the QVB) so we're easy to get to.

There's Lots More To Love About Working Here, Like


Flexible working
Friday hours (finish at 3pm on Fridays)
Double cashback
Free access to Headspace
Discounted fitness classes and wellness offering
Birthday leave
16 weeks paid parental leave
Ability to work up to 90 days a year from anywhere in the world
Awesome people who you'll get to know at some of our awesome celebrations and social events


So if you’re keen to jump on board and help us steer this fine ship into the future, don’t let this opportunity pass you by. So jump in, forget FOMO. Join the Cashrewards team today.

Check out our careers page https://www.cashrewards.com.au/careers
Show more "
4,3984413732,Sydney,Machine Learning Engineer,The Network Technology Recruitment,2024-07-29,https://au.linkedin.com/jobs/view/machine-learning-engineer-at-the-network-technology-recruitment-3984413732?position=8&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=VOHKOnr84pmGC6pkj6s%2BPQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Machine Learning Engineer | Data & AI Consultant | RAG | Sydney | $120,000 - $140,000




The Network have partnered with a key consultancy client to build their team of Data & AI consultants delivering cutting edge machine learning capability to their clients.




Ideally, we are looking for you to have some commercial experience developing machine learning solutions, however, if you have a passion for ML and a background in software engineering or data engineering – please consider this role.




You will have 2-4 years of experience working in modern technical environments and an interest in working in a client facing role delivering critical data projects.




Technology stack includes;




Python
Machine Learning/ Large Lanaguage Models (LLM)
Deep Learning
Microservices
Containerisation – Docker
Azure Cloud




This is an opportunity to work for a global business who are leading the way on how to best implement AI to improve operational efficiency and create competitive advantage in their industries.




Full working rights in Australia are required for this role.




If interested, please apply or reach out to Sam Doney at The Network for more information.




Machine Learning Engineer | Data & AI Consultant | RAG | Sydney | $120,000 - $140,000

Show more "
5,4001542057,Sydney,Data Scientist,Robert Walters,2024-08-16,https://au.linkedin.com/jobs/view/data-scientist-at-robert-walters-4001542057?position=9&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=Snq9Mh1Nyk4c1kYJRXXeUg%3D%3D&trk=public_jobs_jserp-result_search-card,"We are recruiting for a Data Scientist for a global organisation.

As a Data Scientist, you will be at the forefront of data-driven decision-making, working with complex datasets to uncover trends, build predictive models, and create compelling visualizations. Your expertise in SQL, Python, R, and Tableau will be crucial in delivering actionable insights and contributing to the company’s strategic goals.

Key Responsibilities


Data Extraction & Analysis: Use SQL to extract and manage data from relational databases. Employ Python and R for advanced statistical analysis and predictive modeling.
Data Visualization: Design and develop interactive dashboards and visualizations in Tableau to effectively communicate insights.
Data Preparation: Clean, preprocess, and transform raw data to ensure high quality and accuracy.
Stakeholder Collaboration: Partner with various departments to understand their data needs and deliver tailored solutions.
Reporting: Prepare and present detailed reports and recommendations to both technical and non-technical stakeholders.
Innovation: Stay updated on the latest industry trends and continuously seek to enhance data science practices and methodologies.


Qualifications


Education: Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, Mathematics, or a related field.
Experience: Minimum of 2 years in a data science role or a similar position.
Technical Skills:
SQL: Proficient in writing and optimizing complex queries.
Python: Strong command of data analysis libraries (e.g., pandas, scikit-learn).
R: Experience with statistical analysis and modeling.
Tableau: Expertise in developing interactive dashboards and visualizations.
Analytical Abilities: Excellent problem-solving skills with attention to detail.
Communication Skills: Ability to convey complex data insights clearly and effectively.
Team Collaboration: Proven ability to work well in a team environment and manage multiple tasks efficiently.


Aboriginal and Torres Strait Islander Peoples are encouraged to apply.

To apply please click apply or call Flavia Balios on 02 8289 3158 for a confidential discussion.
Show more "
6,4005085974,Sydney,Senior Data Scientist,Workforce Australia for Individuals,2024-08-22,https://au.linkedin.com/jobs/view/senior-data-scientist-at-workforce-australia-for-individuals-4005085974?position=13&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=4M3NWziKFyWuVsdLaUJIsg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description

We're seeking a highly skilled Senior Data Scientist with a deep understanding of Generative AI for a leading Financial Services organisation. This role will be instrumental in developing and implementing innovative data-driven solutions that deliver significant value across the whole business, with longevity in the role.

Key Responsibilities


Develop and deploy cutting-edge machine learning models, including large language and generative AI models.
Collaborate with stakeholders to understand business needs and translate them into actionable data solutions.
Lead and mentor junior data scientists
Drive the adoption of data-driven decision making across the organisation.
Stay abreast of the latest advancements in data science and AI.


Skills And Experience


Extensive experience in data science, with a strong focus on Generative AI.
Proven experience implementing Generative AI into various programs on an enterprise level
Proficiency in
Click here to view more detail / apply for Senior Data Scientist
Show more "
7,4003509098,Sydney,ML Engineer,Talenza,2024-08-19,https://au.linkedin.com/jobs/view/ml-engineer-at-talenza-4003509098?position=14&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=AEu5YkgYgXLDqkFrWPQfrA%3D%3D&trk=public_jobs_jserp-result_search-card,"Machine Learning Engineer

Sydney

$185k Inc Super + Bonus

Role Overview

Join a newly established team designing, building, and operating Machine Learning solutions & utilise data science and machine learning capabilities at scale using cutting-edge cloud technology. As a Machine Learning Engineer, you'll take end-to-end ownership of your product in a modern DevOps culture. You will be responsible for architecture, design, development, testing, and operations, delivering incrementally in iterative cycles.

Key Requirements


5+ years of experience as a software engineer in an agile DevOps environment using an object-oriented development language (Java, Python)
Experience across the full SDLC including design, build, test, and supporting mission-critical production platforms
Ability to implement MLOps best practices including CI/CD pipelines
Demonstrated proficiency using cloud technologies and integrating with ML services such as GCP Vertex AI, DataRobot, or AWS SageMaker in large and complex organizations
Experience with SQL and Python environments
Data engineering experience will be highly regarded
Familiarity with cloud technologies and architectural practices to enhance tooling across the ML model development lifecycle


If you feel you possess the relevant skills to the above, apply now with most updated CV!
Show more "
8,4006352553,Sydney,Senior Data Scientist,Paxus,2024-08-21,https://au.linkedin.com/jobs/view/senior-data-scientist-at-paxus-4006352553?position=15&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=w8n%2B%2BB%2BgaT8yAt0HSB51Xg%3D%3D&trk=public_jobs_jserp-result_search-card,"We're seeking a highly skilled Senior Data Scientist with a deep understanding of Generative AI for a leading Financial Services organisation. This role will be instrumental in developing and implementing innovative data-driven solutions that deliver significant value across the whole business, with longevity in the role.

Key Responsibilities:

Develop and deploy cutting-edge machine learning models, including large language and generative AI models.
Collaborate with stakeholders to understand business needs and translate them into actionable data solutions.
Lead and mentor junior data scientists
Drive the adoption of data-driven decision making across the organisation.
Stay abreast of the latest advancements in data science and AI.

Skills and Experience:

Extensive experience in data science, with a strong focus on Generative AI.
Proven experience implementing Generative AI into various programs on an enterprise level
Proficiency in Python and Machine Learning frameworks
Deep understanding of natural language processing, computer vision, and other AI techniques e.g. OpenAI
Strong analytical and problem-solving skills.
Excellent communication and collaboration skills.




To be considered for the role click the 'apply' button or for more information about this and other opportunities please contact Dean Khan on + 612 9464 5515 or email dkhan@paxus.com.au and quote the above job reference number.




Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process, including the application form in an alternate format, please contact me on the above contact details.

Show more "
9,3998696812,Sydney,Research Officer/Research Scientist,Workforce Australia for Individuals,2024-08-13,https://au.linkedin.com/jobs/view/research-officer-research-scientist-at-workforce-australia-for-individuals-3998696812?position=20&pageNum=0&refId=A3TfFwNatpYFGOxC%2FNgTbw%3D%3D&trackingId=fb2T3X3MzDuTa6azRTiR1Q%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description

Position Title: Research Officer/Research Scientist

Employment Type: Maximum Term, Full-Time (12 months)

Hours per week: 38

Position Grade: Health Service Manager Level 1

Salary: $81, - $108, base salary per annum

Enterprise Agreement: The Named NSW (Non-Declared) Affiliated Health Organisations? Health Employees Agreement

Department Name: Blood, Stem Cell and Cancer Research Program - AMR

About Us

St Vincent?s Hospital Sydney is a leading not-for-profit organisation providing health services to our community. Guided by our values of compassion, excellence, integrity and justice, we promote a culture of diversity and inclusion and empower our people to learn, grow and innovate.

Benefits of working at St Vincent?s include:


Generous salary packaging and Fitness Passport for eligible staff
Opportunity to access a wide of range of clinical and non-clinical education programs
Supported post graduate opportunities within applicable fields
Career development opportunities across the St Vincent?s Health Australia
Click here to view more detail / apply for Research Officer/Research Scientist
Show more "
